sale_id,date,product_type,product,unit_price,net_quantity,discount_percentage,historical_average_competitor_price,net_sales
8.83E+12,2020-11-28 14:21:55+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,2600,3,0,3607.709105,7800
8.83E+12,2020-11-28 17:11:44+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,2600,2,0,3607.709105,5200
8.83E+12,2020-11-28 17:53:30+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2600,1,0,3360.86585,2600
8.83E+12,2020-11-28 18:20:37+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,4500,1,0,9493.021931,4500
8.83E+12,2020-11-28 18:21:57+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2600,1,0,3360.86585,2600
8.84E+12,2020-11-29 11:30:29+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,2200,3,15.38461538,3607.709105,6600
8.84E+12,2020-11-30 07:49:37+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2600,1,0,3360.86585,2600
8.84E+12,2020-11-30 10:05:28+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2600,1,0,3607.709105,2600
8.84E+12,2020-11-30 10:08:04+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,2600,2,0,3607.709105,5200
8.84E+12,2020-11-30 10:08:04+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2600,4,0,3360.86585,10400
8.84E+12,2020-11-30 10:10:08+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2600,1,0,3360.86585,2600
8.84E+12,2020-11-30 10:33:17+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2600,2,0,3607.709105,5200
8.84E+12,2020-11-30 13:16:27+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2600,1,0,3360.86585,2600
8.84E+12,2020-11-30 13:18:14+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,2600,2,0,3607.709105,5200
8.85E+12,2020-11-30 13:57:03+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,2600,1,0,3607.709105,2600
8.85E+12,2020-11-30 14:59:50+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,6,0,3607.709105,18000
8.85E+12,2020-11-30 16:24:07+03:00,feeding and weaning,aptamil creamed banana 125 g,900,1,0,1897.844869,900
8.85E+12,2020-11-30 16:25:48+03:00,feeding and weaning,aptamil creamed banana 125 g,900,3,0,1897.844869,2700
8.85E+12,2020-11-30 16:28:40+03:00,baby formula,nannycare growing up milk goat milk based 3 from 1 to 3 years 900 g,4500,1,0,9493.021931,4500
8.85E+12,2020-11-30 17:03:44+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2620.25,2,12.65833333,3360.86585,5240.5
8.85E+12,2020-11-30 17:05:12+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2633.585,2,12.21383333,3360.86585,5267.17
8.85E+12,2020-12-01 11:26:30+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2707.316667,6,9.756111111,3351.637947,16243.9
8.85E+12,2020-12-01 11:48:46+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2612.9,1,12.90333333,3351.637947,2612.9
8.85E+12,2020-12-01 12:57:08+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2606.555,2,13.11483333,3351.637947,5213.11
8.85E+12,2020-12-01 13:20:31+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2610.386667,3,12.98711111,3351.637947,7831.16
8.85E+12,2020-12-01 13:23:36+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2652.17,1,11.59433333,3351.637947,2652.17
8.85E+12,2020-12-01 14:10:40+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2652.1725,4,11.59425,3351.637947,10608.69
8.86E+12,2020-12-01 14:53:03+03:00,bathing and skin care,little angels sensitive baby 64 wipes,220,7,0,662.7532664,1540
8.86E+12,2020-12-01 15:28:12+03:00,feeding and weaning,aptamil creamed banana 125 g,829.41,2,7.843333333,1892.633971,1658.82
8.86E+12,2020-12-01 15:28:12+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2764.7,1,7.843333333,3351.637947,2764.7
8.86E+12,2020-12-01 16:05:30+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2600,1,13.33333333,3351.637947,2600
8.86E+12,2020-12-01 16:13:59+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,4500,1,0,9466.957016,4500
8.86E+12,2020-12-01 18:03:27+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2619.045,2,12.6985,3351.637947,5238.09
8.86E+12,2020-12-02 09:45:06+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,4500,2,0,9466.957016,9000
8.86E+12,2020-12-02 10:01:16+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2600,4,13.33333333,3597.803446,10400
8.86E+12,2020-12-02 10:35:58+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,4500,1,0,9466.957016,4500
8.86E+12,2020-12-02 17:18:29+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,2,0,3597.803446,6000
8.87E+12,2020-12-03 13:19:20+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,2,0,3597.803446,6000
8.87E+12,2020-12-03 13:19:20+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,4500,2,0,9466.957016,9000
8.87E+12,2020-12-03 14:17:06+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3597.803446,3000
8.87E+12,2020-12-03 16:58:45+03:00,bathing and skin care,little angels sensitive baby 64 wipes,220,1,0,662.7532664,220
8.87E+12,2020-12-04 10:18:18+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,600,2,0,1041.469419,1200
8.87E+12,2020-12-04 12:40:32+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,600,1,0,1041.469419,600
8.87E+12,2020-12-04 14:08:57+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,4500,1,0,9466.957016,4500
8.87E+12,2020-12-04 19:03:57+03:00,baby formula,hipp organic combiotic follow on milk 800 g,3300,3,0,5490.437417,9900
8.88E+12,2020-12-05 13:30:16+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,600,12,0,1041.469419,7200
8.88E+12,2020-12-05 13:33:58+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,2,0,3351.637947,6000
8.88E+12,2020-12-05 14:43:00+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3351.637947,3000
8.88E+12,2020-12-05 16:04:08+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,4500,2,0,9466.957016,9000
8.88E+12,2020-12-05 16:35:43+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3597.803446,3000
8.88E+12,2020-12-05 17:12:39+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,4500,1,0,9466.957016,4500
8.89E+12,2020-12-07 11:01:52+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3351.637947,3000
8.89E+12,2020-12-07 11:07:13+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,2,0,3597.803446,6000
8.89E+12,2020-12-07 11:07:13+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3351.637947,3000
8.89E+12,2020-12-07 14:54:01+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,4500,2,0,9466.957016,9000
8.90E+12,2020-12-08 12:26:47+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3351.637947,3000
8.90E+12,2020-12-08 12:29:21+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,600,1,0,1041.469419,600
8.90E+12,2020-12-08 17:10:17+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,2,0,3597.803446,6000
8.90E+12,2020-12-08 18:36:48+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2500,3,0,3597.803446,7500
8.91E+12,2020-12-09 16:57:36+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,4500,1,0,9466.957016,4500
8.91E+12,2020-12-10 11:46:51+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3351.637947,3000
8.91E+12,2020-12-10 11:47:44+03:00,baby formula,hipp organic combiotic follow on milk 800 g,3300,2,0,5490.437417,6600
8.91E+12,2020-12-10 14:28:59+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,5,0,3597.803446,15000
8.91E+12,2020-12-10 14:30:39+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,600,2,0,1041.469419,1200
8.91E+12,2020-12-10 17:06:46+03:00,bathing and skin care,little angels sensitive baby 64 wipes,220,4,0,662.7532664,880
8.92E+12,2020-12-11 12:08:58+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3351.637947,3000
8.92E+12,2020-12-11 15:50:05+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3351.637947,3000
8.92E+12,2020-12-11 16:17:16+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3351.637947,3000
8.92E+12,2020-12-11 16:33:09+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3351.637947,3000
8.92E+12,2020-12-11 17:21:16+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2500,1,0,3597.803446,2500
8.93E+12,2020-12-12 08:58:27+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3597.803446,3000
8.93E+12,2020-12-12 10:12:49+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,4500,6,0,9466.957016,27000
8.93E+12,2020-12-12 13:23:37+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3351.637947,3000
8.94E+12,2020-12-14 16:36:05+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2500,2,0,3597.803446,5000
8.95E+12,2020-12-15 09:01:19+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,600,4,0,1041.469419,2400
8.95E+12,2020-12-15 14:07:42+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3351.637947,3000
8.95E+12,2020-12-15 17:38:17+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2500,1,0,3597.803446,2500
8.95E+12,2020-12-15 17:38:17+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3351.637947,3000
8.95E+12,2020-12-16 11:53:54+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3351.637947,3000
8.96E+12,2020-12-16 15:08:02+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3597.803446,3000
8.96E+12,2020-12-16 15:08:54+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,600,5,0,1041.469419,3000
8.96E+12,2020-12-17 13:12:54+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,600,2,0,1041.469419,1200
8.96E+12,2020-12-17 15:30:20+03:00,feeding and weaning,aptamil creamed banana 125 g,900,5,0,1892.633971,4500
8.96E+12,2020-12-17 17:15:53+03:00,baby formula,hipp organic combiotic follow on milk 800 g,3300,5,0,5490.437417,16500
8.96E+12,2020-12-17 17:26:30+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3351.637947,3000
8.97E+12,2020-12-18 16:00:44+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,4500,2,0,9466.957016,9000
8.97E+12,2020-12-18 17:34:13+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2500,1,0,3597.803446,2500
8.97E+12,2020-12-19 08:48:39+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2500,1,0,3597.803446,2500
8.97E+12,2020-12-19 14:21:45+03:00,bathing and skin care,little angels sensitive baby 64 wipes,220,4,0,662.7532664,880
8.98E+12,2020-12-21 13:45:19+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,600,3,0,1041.469419,1800
8.98E+12,2020-12-21 14:17:33+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3597.803446,3000
8.98E+12,2020-12-21 17:26:35+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,2,0,3351.637947,6000
8.98E+12,2020-12-21 17:35:44+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2500,2,0,3597.803446,5000
8.98E+12,2020-12-21 18:36:33+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2500,2,0,3597.803446,5000
8.99E+12,2020-12-22 11:40:47+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2500,1,0,3597.803446,2500
8.99E+12,2020-12-22 11:45:18+03:00,feeding and weaning,aptamil creamed banana 125 g,900,1,0,1892.633971,900
8.99E+12,2020-12-22 13:05:35+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3351.637947,3000
8.99E+12,2020-12-22 14:37:12+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2500,2,0,3597.803446,5000
8.99E+12,2020-12-22 14:37:12+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,4500,2,0,9466.957016,9000
8.99E+12,2020-12-22 17:19:17+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3351.637947,3000
8.99E+12,2020-12-22 17:20:06+03:00,bathing and skin care,little angels sensitive baby 64 wipes,220,12,0,662.7532664,2640
8.99E+12,2020-12-23 11:38:25+03:00,feeding and weaning,aptamil creamed banana 125 g,900,1,0,1892.633971,900
8.99E+12,2020-12-23 11:38:25+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,4500,1,0,9466.957016,4500
8.99E+12,2020-12-23 12:58:12+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,4500,1,0,9466.957016,4500
8.99E+12,2020-12-23 13:09:08+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3351.637947,3000
8.99E+12,2020-12-23 13:09:08+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3597.803446,3000
8.99E+12,2020-12-23 13:29:18+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,600,12,0,1041.469419,7200
8.99E+12,2020-12-23 15:49:23+03:00,bathing and skin care,little angels sensitive baby 64 wipes,220,1,0,662.7532664,220
8.99E+12,2020-12-23 15:52:34+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,2,0,3597.803446,6000
8.99E+12,2020-12-23 16:08:06+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,1,0,5207.347093,3300
8.99E+12,2020-12-23 16:38:27+03:00,feeding and weaning,aptamil creamed banana 125 g,900,4,0,1892.633971,3600
8.99E+12,2020-12-23 19:13:43+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2500,2,0,3597.803446,5000
8.99E+12,2020-12-23 19:18:40+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,600,6,0,1041.469419,3600
9.01E+12,2020-12-28 08:45:54+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,600,10,0,1041.469419,6000
9.02E+12,2020-12-29 17:25:53+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3351.637947,3000
9.02E+12,2020-12-29 17:33:40+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3597.803446,3000
9.02E+12,2020-12-30 10:31:40+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,2,0,3597.803446,6000
9.02E+12,2020-12-30 15:19:05+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3597.803446,3000
9.03E+12,2020-12-31 14:56:44+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3597.803446,3000
9.03E+12,2020-12-31 16:08:01+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,600,9,0,1041.469419,5400
9.03E+12,2020-12-31 16:09:16+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3597.803446,3000
9.03E+12,2020-12-31 16:20:47+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,2700,6,10,3597.803446,16200
9.03E+12,2020-12-31 16:20:47+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,2700,6,10,3351.637947,16200
9.04E+12,2021-01-03 19:05:22+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,2,0,3349.41811,6000
9.04E+12,2021-01-03 19:07:03+03:00,feeding and weaning,aptamil creamed banana 125 g,900,5,0,1891.380452,4500
9.04E+12,2021-01-03 19:07:03+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3595.42057,3000
9.05E+12,2021-01-04 14:32:53+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3595.42057,3000
9.05E+12,2021-01-04 14:39:13+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,4500,1,0,9460.686915,4500
9.05E+12,2021-01-04 15:53:43+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2500,1,0,3595.42057,2500
9.05E+12,2021-01-04 17:12:30+03:00,baby formula,nannycare 2 follow on milk goat milk based from 6 months 900 g,4500,2,0,9460.686915,9000
9.05E+12,2021-01-04 18:26:10+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,2,0,3349.41811,6000
9.05E+12,2021-01-05 09:43:48+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,600,2,0,1040.779639,1200
9.05E+12,2021-01-05 09:58:32+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,600,2,0,1040.779639,1200
9.05E+12,2021-01-05 10:34:39+03:00,bathing and skin care,waterwipes bathing and skin care sensitive newborn skin 1 pk 60 unscented wipes,600,2,0,1040.779639,1200
9.05E+12,2021-01-05 12:30:10+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2500,1,0,3595.42057,2500
9.06E+12,2021-01-06 13:12:05+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,200,12,0,236.5408269,2400
9.06E+12,2021-01-06 15:35:52+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2500,2,0,3595.42057,5000
9.06E+12,2021-01-06 15:52:46+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3595.42057,3000
9.06E+12,2021-01-07 10:54:27+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3349.41811,3000
9.06E+12,2021-01-07 15:08:50+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,2,0,3349.41811,6000
9.06E+12,2021-01-07 15:08:50+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,200,12,0,236.5408269,2400
9.07E+12,2021-01-08 13:13:53+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3595.42057,3000
9.07E+12,2021-01-08 16:14:07+03:00,baby formula,hipp organic combiotic follow on milk 800 g,3300,5,0,5486.801022,16500
9.07E+12,2021-01-09 10:15:52+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3349.41811,3000
9.07E+12,2021-01-09 13:44:09+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,3,0,3595.42057,9000
9.07E+12,2021-01-09 14:55:41+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,200,5,0,236.5408269,1000
9.07E+12,2021-01-09 14:57:27+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3595.42057,3000
9.07E+12,2021-01-09 16:01:51+03:00,baby formula,nannycare 1 formula first infant goat milk 900 g 0-6 months,4500,2,0,9460.686915,9000
9.09E+12,2021-01-11 15:39:21+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,2,0,3595.42057,6000
9.09E+12,2021-01-11 15:42:33+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,1,0,5203.898193,3300
9.09E+12,2021-01-11 17:03:46+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3349.41811,3000
9.09E+12,2021-01-11 17:15:54+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3349.41811,3000
9.09E+12,2021-01-11 17:17:23+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3349.41811,3000
9.09E+12,2021-01-11 17:19:00+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,1,0,3349.41811,3000
9.09E+12,2021-01-11 17:38:46+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2500,4,0,3595.42057,10000
9.09E+12,2021-01-11 17:42:26+03:00,baby formula,hipp organic 1 first milk powder 800 g,3300,1,0,5203.898193,3300
9.09E+12,2021-01-11 17:42:26+03:00,feeding and weaning,aptamil creamed banana 125 g,900,1,0,1891.380452,900
9.10E+12,2021-01-12 13:34:31+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,200,5,0,236.5408269,1000
9.10E+12,2021-01-12 13:34:31+03:00,baby formula,aptamil stage 1 first infant milk powder 800 g,3000,2,0,3349.41811,6000
9.10E+12,2021-01-12 17:02:18+03:00,bathing and skin care,mamia sensitive bathing and skin care 64 bathing and skin care,200,12,0,236.5408269,2400
9.11E+12,2021-01-13 11:12:19+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2500,2,0,3595.42057,5000
9.11E+12,2021-01-13 12:56:07+03:00,baby formula,aptamil stage 3 toddler milk powder 800 g,2500,3,0,3595.42057,7500
9.11E+12,2021-01-13 17:10:21+03:00,baby formula,aptamil stage 2 follow on milk powder 800 g,3000,1,0,3595.42057,3000
